"ClipID","MEDIA_FILE","CODEC","MD5SUM","DURATION"
"1111","HVC1111.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","d95ece53f32b7b38dc1c800e543f91cc","131"
"1113","HVC1113.mp4","H.264/MPEG4 AVC High Profile Level 3.1","ebf8552b530b5ae83e8df36a4b223aa1","66"
"1114","HVC1114.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","13c081a1288f579b85c05ec57946c4bd","87"
"1115","HVC1115.mp4","H.264/MPEG4 AVC High Profile Level 3.1","f18b3c2a1cb9e4e46a85d6cae06726fc","60"
"1122","HVC1122.mp4","H.264/MPEG4 AVC High Profile Level 3.1","f77076d7062a0be840f1dbd8979bcbfd","57"
"1123","HVC1123.mp4","H.264/MPEG4 AVC High Profile Level 3.1","16bf6fae92df24f7174f250a8e468c42","76"
"1126","HVC1126.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","21c1c1064c88da1aa84acec6cf609dff","236"
"1128","HVC1128.mp4","H.264/MPEG4 AVC High Profile Level 3.1","3521fc91899c5b3c732db5fe94770c68","245"
"1129","HVC1129.mp4","H.264/MPEG4 AVC High Profile Level 3.1","8a1aa53d1af228272c5c60d71d12ae99","168"
"1131","HVC1131.mp4","H.264/MPEG4 AVC High Profile Level 3.1","e4e5d035fd02f1a06e619a788a7eaa03","50"
"1145","HVC1145.mp4","H.264/MPEG4 AVC High Profile Level 2","58bd26dbc3a765e0e64c799d9ca7dbe8","50"
"1146","HVC1146.mp4","H.264/MPEG4 AVC High Profile Level 2","e095db4da79edfd193155eb7bcc1665c","92"
"1147","HVC1147.mp4","H.264/MPEG4 AVC High Profile Level 2","97230271ebb69accb7c7972b2b17adff","35"
"1148","HVC1148.mp4","H.264/MPEG4 AVC High Profile Level 2","d019da63a4611ed7ecbf9334755c940d","55"
"1149","HVC1149.mp4","H.264/MPEG4 AVC High Profile Level 2","1b562b70fa6ac8fcc72fb71af6da95d3","62"
"1159","HVC1159.mp4","H.264/MPEG4 AVC High Profile Level 3.1","0ac73bf5b0957c2fbf004fbddce05aac","33"
"1165","HVC1165.mp4","H.264/MPEG4 AVC High Profile Level 3.2","015fdafb87b75332faf3332f6013715c","72"
"1184","HVC1184.mp4","H.264/MPEG4 AVC High Profile Level 3","c9ac6bed56d84f963620ee13d47d13d0","173"
"1212","HVC1212.mp4","H.264/MPEG4 AVC High Profile Level 3","310116b897c61dec95a6ab5d73cee889","110"
"1214","HVC1214.mp4","H.264/MPEG4 AVC High Profile Level 3","7628e621e2d69dd184fd4a4320d4090f","36"
"1215","HVC1215.mp4","H.264/MPEG4 AVC High Profile Level 3.1","5b65e5a7a872bc62e8e6b69f1109a7c1","1868"
"1219","HVC1219.mp4","H.264/MPEG4 AVC High Profile Level 3.1","a8607dbb6580fc87d646a393ca92017a","109"
"1221","HVC1221.mp4","H.264/MPEG4 AVC High Profile Level 3.1","1d09429d3671a4812812825b51926734","24"
"1222","HVC1222.mp4","H.264/MPEG4 AVC High Profile Level 3.1","ef6ce670a95d5f907117c5fc4be94328","10"
"1224","HVC1224.mp4","H.264/MPEG4 AVC High Profile Level 3.1","7c95e9e9cb9514ef5f3f64d10ec33294","34"
"1227","HVC1227.mp4","H.264/MPEG4 AVC High Profile Level 3.1","92e11569284e5dc1f964cd50fb06275c","977"
"1235","HVC1235.mp4","H.264/MPEG4 AVC High Profile Level 3.1","77036ecccc33de4fd8cc7b9dca9c4d26","100"
"1236","HVC1236.mp4","H.264/MPEG4 AVC High Profile Level 3","2fab34b49e3cc5416b00d189abb273ab","26"
"1239","HVC1239.mp4","H.264/MPEG4 AVC High Profile Level 3","a88cc76333320aa0d291b3b2147d2a70","33"
"1240","HVC1240.mp4","H.264/MPEG4 AVC High Profile Level 3","a17ecbaa6c98fa3ebc8f6843aac2dc00","17"
"1243","HVC1243.mp4","H.264/MPEG4 AVC High Profile Level 3","c9ccba1682faf43bab4521f5fa8acddc","35"
"1245","HVC1245.mp4","H.264/MPEG4 AVC High Profile Level 3","730ad91118a4c5c7fdefc165559647f1","22"
"1249","HVC1249.mp4","H.264/MPEG4 AVC High Profile Level 3.1","973dc30e465ac74550bd7f02d2eecf96","48"
"1250","HVC1250.mp4","H.264/MPEG4 AVC High Profile Level 3.1","9f2568d71abbe03f81071454ac1c41c0","10"
"1251","HVC1251.mp4","H.264/MPEG4 AVC High Profile Level 3.1","0a5c6d8094eeafa8b285eeab1d557f92","17"
"1252","HVC1252.mp4","H.264/MPEG4 AVC High Profile Level 3.1","b1e270aad4bb1f330d029a36195fd03e","16"
"1256","HVC1256.mp4","H.264/MPEG4 AVC High Profile Level 3.1","8997b6467e06e79cea558051f4653359","13"
"1257","HVC1257.mp4","H.264/MPEG4 AVC High Profile Level 3.1","0af852e421202731ecda71677a7449cb","265"
"1260","HVC1260.mp4","H.264/MPEG4 AVC High Profile Level 3.1","1e3d8e8f4031682028b3f559aafca49c","72"
"1261","HVC1261.mp4","H.264/MPEG4 AVC High Profile Level 2.1","c5dba6bc63c99770ee05f6fb39f1d345","75"
"1267","HVC1267.mp4","H.264/MPEG4 AVC High Profile Level 3.1","f6e2e376bfebced122c2387500df0656","170"
"1334","HVC1334.mp4","H.264/MPEG4 AVC High Profile Level 1.3","b6603a510393dd46861a3029350a3936","11"
"1336","HVC1336.mp4","H.264/MPEG4 AVC High Profile Level 1.3","77d64792a4ac7aa35e63a0a5306a00c9","23"
"1339","HVC1339.mp4","H.264/MPEG4 AVC High Profile Level 1.3","03e49f47fa8622809b3166cdcd8def56","17"
"1342","HVC1342.mp4","H.264/MPEG4 AVC High Profile Level 1.3","b2caa9cebc42e2bbc9fba49e051829d7","52"
"1344","HVC1344.mp4","H.264/MPEG4 AVC High Profile Level 1.3","7aea4c9ede6fe396bc04e2a2dec2394e","29"
"1346","HVC1346.mp4","H.264/MPEG4 AVC High Profile Level 1.3","b212163e75656e36889f7444dccec7c3","81"
"1348","HVC1348.mp4","H.264/MPEG4 AVC High Profile Level 1.3","4b7216c6fb064eb19428c7653b4a54df","74"
"1352","HVC1352.mp4","H.264/MPEG4 AVC High Profile Level 2.1","a93772c88d843e4141762d7ba3d48772","64"
"1380","HVC1380.mp4","H.264/MPEG4 AVC High Profile Level 3.1","76320e1791c78886d91c73fe475d7962","14"
"1406","HVC1406.mp4","H.264/MPEG4 AVC High Profile Level 3.1","b4a2c54ba6cfc6ffd149ca2df7a7517e","16"
"1407","HVC1407.mp4","H.264/MPEG4 AVC High Profile Level 3.1","2d7102352f99c0d77b280126fb747026","12"
"1409","HVC1409.mp4","H.264/MPEG4 AVC High Profile Level 3.1","40822e82246ea3c29e77e75d269ad192","22"
"1418","HVC1418.mp4","H.264/MPEG4 AVC High Profile Level 3.1","bd760fb9bbdfb33f4649bb6d506f0e50","27"
"1423","HVC1423.mp4","H.264/MPEG4 AVC High Profile Level 3.1","56a40c17d2230eba3093c9957d7b8813","40"
"1424","HVC1424.mp4","H.264/MPEG4 AVC High Profile Level 3.1","26793ca604df55332f6e909938c5845b","102"
"1426","HVC1426.mp4","H.264/MPEG4 AVC High Profile Level 3.1","ce768e89414d2cd7325fb322c01bc817","158"
"1427","HVC1427.mp4","H.264/MPEG4 AVC High Profile Level 3.1","e8f99bb3b56d438d31092dc5a2568da2","92"
"1428","HVC1428.mp4","H.264/MPEG4 AVC High Profile Level 3.1","3ad8f740365ed670c1a6e83936134e0b","22"
"1430","HVC1430.mp4","H.264/MPEG4 AVC High Profile Level 3.1","163830d8d7178120a7e914e7d2f086f4","71"
"1432","HVC1432.mp4","H.264/MPEG4 AVC High Profile Level 3","315f51c99bac85916d78f3d4aca0c805","28"
"1435","HVC1435.mp4","H.264/MPEG4 AVC High Profile Level 3","2b8ea6e3d39855726633e1d5fab7b0b5","40"
"1439","HVC1439.mp4","H.264/MPEG4 AVC High Profile Level 3","9460468ac6dd5348ea5d5014e3dad539","57"
"1441","HVC1441.mp4","H.264/MPEG4 AVC High Profile Level 3","2ae712b43c2f87159dc2fce2b8af176c","61"
"1558","HVC1558.mp4","H.264/MPEG4 AVC High Profile Level 3.1","553815b16eea51ed24030713556c8c4d","17"
"1559","HVC1559.mp4","H.264/MPEG4 AVC High Profile Level 3.1","8b79ff56ed4d70fcc7f36300ab03d2cb","43"
"1565","HVC1565.mp4","H.264/MPEG4 AVC High Profile Level 3.1","5a7727115f1496e45919b431bcf65505","89"
"1566","HVC1566.mp4","H.264/MPEG4 AVC High Profile Level 3.1","301da2ed6ed0ec758bd9ff910f726efb","42"
"1580","HVC1580.mp4","H.264/MPEG4 AVC High Profile Level 3","2d5f180e6ff72e286fc575f0ee18bfc9","36"
"1584","HVC1584.mp4","H.264/MPEG4 AVC High Profile Level 3","66da238c599562f7e02e60da11697017","39"
"1585","HVC1585.mp4","H.264/MPEG4 AVC High Profile Level 3","995904fcbfa3a0049dcf7b9b3efe4b17","77"
"1586","HVC1586.mp4","H.264/MPEG4 AVC High Profile Level 3","a37e91a82a50ab25bd42c39a5fc34eaa","55"
"1587","HVC1587.mp4","H.264/MPEG4 AVC High Profile Level 3","c716d2d3f4d674fbe81d926fffdf6bc5","68"
"1588","HVC1588.mp4","H.264/MPEG4 AVC High Profile Level 3","0a0522275f091d9f590d88e78c636da5","48"
"1591","HVC1591.mp4","H.264/MPEG4 AVC High Profile Level 3","3623771109cdef7201ec52bcf17b7979","53"
"1592","HVC1592.mp4","H.264/MPEG4 AVC High Profile Level 3","0f0376a33e29d6f8ca6fc78e0eb250f8","15"
"1593","HVC1593.mp4","H.264/MPEG4 AVC High Profile Level 3","32cee6009dea1e0521d91c17a0545c36","71"
"1595","HVC1595.mp4","H.264/MPEG4 AVC High Profile Level 3","235c9ff2dfe2c95676f40adf0bf74034","44"
"1596","HVC1596.mp4","H.264/MPEG4 AVC High Profile Level 3","4977a5a9adebe8622c7cbfff1c00c0a6","20"
"1598","HVC1598.mp4","H.264/MPEG4 AVC High Profile Level 3","4f2a7966e194d3a8e18ad3f75a77b8e1","49"
"1599","HVC1599.mp4","H.264/MPEG4 AVC High Profile Level 3.1","489cac5e15a1dbe3711de460deff1d56","29"
"1601","HVC1601.mp4","H.264/MPEG4 AVC High Profile Level 3.1","cf08604af9bcc7ba985654c162bf84da","65"
"1606","HVC1606.mp4","H.264/MPEG4 AVC High Profile Level 3.1","a97305979efb78206b1bf0f5d04ac3d0","26"
"1607","HVC1607.mp4","H.264/MPEG4 AVC High Profile Level 3.1","ac24bbc5b836c09063c289fbff1202ee","26"
"1618","HVC1618.mp4","H.264/MPEG4 AVC High Profile Level 2.2","d6b35412e5ecc5ce6c8190a55f1bd2d2","18"
"1619","HVC1619.mp4","H.264/MPEG4 AVC High Profile Level 3","f0b9f226882644c089ac979638fcf7d3","23"
"1625","HVC1625.mp4","H.264/MPEG4 AVC High Profile Level 2.1","79c744956db339ea6b4b26310337c486","35"
"1626","HVC1626.mp4","H.264/MPEG4 AVC High Profile Level 2.1","db5e322db36249c344a7045ec2833e46","41"
"1627","HVC1627.mp4","H.264/MPEG4 AVC High Profile Level 2.2","a96a24f952bd25f6122fd4e4c0749953","538"
"1628","HVC1628.mp4","H.264/MPEG4 AVC High Profile Level 2.1","141e0951a8870ed0166bd249e0c60ec1","45"
"1630","HVC1630.mp4","H.264/MPEG4 AVC High Profile Level 2.1","5719aad9fa9c1c535360c4a759a7b832","35"
"1631","HVC1631.mp4","H.264/MPEG4 AVC High Profile Level 3","17f7ff29e7351be007fe3b9e4ae98df4","16"
"1632","HVC1632.mp4","H.264/MPEG4 AVC High Profile Level 3","012b6c4e3ce508b1b0e79c9f2c14e9cb","19"
"1634","HVC1634.mp4","H.264/MPEG4 AVC High Profile Level 3","d5c2f928effcfdae09368fc01640f180","10"
"1638","HVC1638.mp4","H.264/MPEG4 AVC High Profile Level 3","61f427dc83e6eb8e6127a79407df897b","19"
"1648","HVC1648.mp4","H.264/MPEG4 AVC High Profile Level 3","846d55516f59c5479f3c9e3e21a0ee32","20"
"1650","HVC1650.mp4","H.264/MPEG4 AVC High Profile Level 3","078c37fa8a3341641edbb62ddc97019f","22"
"1659","HVC1659.mp4","H.264/MPEG4 AVC High Profile Level 1.3","d3d122ef24b577fde11aa6618435e29c","113"
"1662","HVC1662.mp4","H.264/MPEG4 AVC High Profile Level 2.1","a025955d34b510392e4a475bb08f92b8","13"
"1663","HVC1663.mp4","H.264/MPEG4 AVC High Profile Level 2.1","be7ba2d308e57c3c591787b07cbc620b","17"
"1664","HVC1664.mp4","H.264/MPEG4 AVC High Profile Level 1.3","a5910500b693173a0f72da931d051694","36"
"1668","HVC1668.mp4","H.264/MPEG4 AVC High Profile Level 3","858954ee3599f55dd3d6992065fddfeb","28"
"1680","HVC1680.mp4","H.264/MPEG4 AVC High Profile Level 2.1","312158d37a800cbefef1bbbfeeaf9142","44"
"1682","HVC1682.mp4","H.264/MPEG4 AVC High Profile Level 2.1","0d183411b17f9871ede672454f645320","46"
"1683","HVC1683.mp4","H.264/MPEG4 AVC High Profile Level 2.1","b7b4a822cf9bef5c8daf4dc207977636","35"
"1713","HVC1713.mp4","H.264/MPEG4 AVC High Profile Level 3","4d756c61c0745154b3480eee0a3f13f8","252"
"1723","HVC1723.mp4","H.264/MPEG4 AVC High Profile Level 3.1","7391f5edf765a2776b89a947b9f3559d","48"
"1727","HVC1727.mp4","H.264/MPEG4 AVC High Profile Level 3.1","fd16cb398cd9db0cd1f736c03bcb65ba","68"
"1733","HVC1733.mp4","H.264/MPEG4 AVC High Profile Level 3","cd212301e81c79cee728629ba7158e4c","148"
"1735","HVC1735.mp4","H.264/MPEG4 AVC High Profile Level 3","cb985c6849f0891728162d62cd24c67d","63"
"1737","HVC1737.mp4","H.264/MPEG4 AVC High Profile Level 3.1","d5c62164a526bf0a8640cd16144a87d7","45"
"1738","HVC1738.mp4","H.264/MPEG4 AVC High Profile Level 3","f13f6e07c3d9a95cafb5bc27dd6f55ef","53"
"1739","HVC1739.mp4","H.264/MPEG4 AVC High Profile Level 3","59be39c833f365aefb362e0853798899","37"
"1744","HVC1744.mp4","H.264/MPEG4 AVC High Profile Level 3","5eb8915e014c9d9345bacb5c21d5679a","49"
"1748","HVC1748.mp4","H.264/MPEG4 AVC High Profile Level 2.1","13a8ce07bb2a3ce73471ed0d1bbcb467","16"
"1754","HVC1754.mp4","H.264/MPEG4 AVC High Profile Level 3.1","2d7102352f99c0d77b280126fb747026","12"
"1757","HVC1757.mp4","H.264/MPEG4 AVC High Profile Level 3.1","40822e82246ea3c29e77e75d269ad192","22"
"1758","HVC1758.mp4","H.264/MPEG4 AVC High Profile Level 3.1","1645e488ed555edeea79db0d24a958c0","85"
"1760","HVC1760.mp4","H.264/MPEG4 AVC High Profile Level 3.1","ac24bbc5b836c09063c289fbff1202ee","26"
"1761","HVC1761.mp4","H.264/MPEG4 AVC High Profile Level 3.1","3280c07a2a281f8af22304b3328917c9","34"
"1762","HVC1762.mp4","H.264/MPEG4 AVC High Profile Level 3.1","1636ae2f0463acbc54bc73c068347d4c","30"
"1763","HVC1763.mp4","H.264/MPEG4 AVC High Profile Level 3.1","1d5ad842ee88cf162cc651d824651374","28"
"1767","HVC1767.mp4","H.264/MPEG4 AVC High Profile Level 3.1","d4e5de5684d85f1d6e24981db456b681","37"
"1771","HVC1771.mp4","H.264/MPEG4 AVC High Profile Level 3.1","5cfa49b963df3b4f9c688acb9349ebd1","79"
"1776","HVC1776.mp4","H.264/MPEG4 AVC High Profile Level 3","1d857be45af0b30b77b745d8aea7c16c","246"
"1780","HVC1780.mp4","H.264/MPEG4 AVC High Profile Level 3","f7427bd255d62d86c0999d4595e56007","74"
"1787","HVC1787.mp4","H.264/MPEG4 AVC High Profile Level 2","9b8f80d66236376eef6798fb25226606","35"
"1788","HVC1788.mp4","H.264/MPEG4 AVC High Profile Level 2.1","bcbb4e327fa62db56cec44eaad6f032f","139"
"1790","HVC1790.mp4","H.264/MPEG4 AVC High Profile Level 3.2","98daaab0ea831ad54c6e359c2ca977ec","90"
"1791","HVC1791.mp4","H.264/MPEG4 AVC High Profile Level 3.2","b87958b97755acdef8bedae4f5d817f9","69"
"1793","HVC1793.mp4","H.264/MPEG4 AVC High Profile Level 3","3c0c19ba1459d676f07a0c683e22a907","33"
"1794","HVC1794.mp4","H.264/MPEG4 AVC High Profile Level 2.1","560b4e7d4f47384cc59127d118f7ffb9","26"
"1797","HVC1797.mp4","H.264/MPEG4 AVC High Profile Level 3","699452847e8e2b3139e8db0cee884a7e","41"
"1805","HVC1805.mp4","H.264/MPEG4 AVC High Profile Level 2.1","f3afe2e70c2e94aa30047e8b252479f3","23"
"1807","HVC1807.mp4","H.264/MPEG4 AVC High Profile Level 2.1","17375c0b77295645d76401210d26fe74","14"
"1810","HVC1810.mp4","H.264/MPEG4 AVC High Profile Level 2.1","01d28106acef808d4478a6849d373692","10"
"1811","HVC1811.mp4","H.264/MPEG4 AVC High Profile Level 2.1","4b929d07afd6b7f59a0f4d5d7274fe67","14"
"1814","HVC1814.mp4","H.264/MPEG4 AVC High Profile Level 3.1","548363ecf345491832602e20c1a17fc1","89"
"1815","HVC1815.mp4","H.264/MPEG4 AVC High Profile Level 3","1eaee5d8c30749c6df3cdcc8f07deb6d","15"
"1816","HVC1816.mp4","H.264/MPEG4 AVC High Profile Level 3","4421666a84465a05cb69f3d92f0b5a5e","16"
"1818","HVC1818.mp4","H.264/MPEG4 AVC High Profile Level 2.1","166826ca8738ef180020d5480ccc15e3","94"
"1826","HVC1826.mp4","H.264/MPEG4 AVC High Profile Level 3.1","b074247012124081ec879a6207027f94","29"
"1827","HVC1827.mp4","H.264/MPEG4 AVC High Profile Level 3.1","4b8246c2cb408104bc4c96e66ed46e46","80"
"1830","HVC1830.mp4","H.264/MPEG4 AVC High Profile Level 3.1","6b20f8d4fea862a8e3ba2e8a147cd746","43"
"1837","HVC1837.mp4","H.264/MPEG4 AVC High Profile Level 2.1","fd689d137a757d7249455ca0c3c4c84b","146"
"1841","HVC1841.mp4","H.264/MPEG4 AVC High Profile Level 2.1","12f793e8cf8a019aee1a7fae8d2ca57b","203"
"1846","HVC1846.mp4","H.264/MPEG4 AVC High Profile Level 2.1","35ce10eb9aebbfa7051b7b4897e874c1","180"
"1853","HVC1853.mp4","H.264/MPEG4 AVC High Profile Level 2.1","77f46a4a54ce96383389e10248091127","149"
"1863","HVC1863.mp4","H.264/MPEG4 AVC High Profile Level 3","4cb6225ee016aa135ac90b5a24fb41a6","62"
"1867","HVC1867.mp4","H.264/MPEG4 AVC High Profile Level 3","463ef1eb728300db9570435ba9476201","441"
"1869","HVC1869.mp4","H.264/MPEG4 AVC High Profile Level 3","90c22b50eb835114be43a2896e0c2f24","187"
"1870","HVC1870.mp4","H.264/MPEG4 AVC High Profile Level 3","88f26b10f3d46d3306f798a6cf85c5b2","425"
"1871","HVC1871.mp4","H.264/MPEG4 AVC High Profile Level 3.1","7cdfae8cc7c1547885e24bd8b5ae71b0","91"
"1878","HVC1878.mp4","H.264/MPEG4 AVC High Profile Level 3","abba9cbc037114042190f41f27b33557","29"
"1894","HVC1894.mp4","H.264/MPEG4 AVC High Profile Level 3","e988834e5049135c9988cdc62cf7e82c","46"
"1895","HVC1895.mp4","H.264/MPEG4 AVC High Profile Level 3.1","0c03a639bee7d3eb13e517d4caedc8d5","90"
"1896","HVC1896.mp4","H.264/MPEG4 AVC High Profile Level 3","3565281979a8950f62f886709614958d","206"
"1906","HVC1906.mp4","H.264/MPEG4 AVC High Profile Level 3","54724dcda9f833a47e1aa40d862319ff","76"
"1926","HVC1926.mp4","H.264/MPEG4 AVC High Profile Level 3.1","2553f7b6e23295779771882f90f38e80","37"
